customer_id,customer_code,customer_name,customer_type,customer_price_sensitivity,customer_visit_frequency
3639,CUS3639,Dorothée Regnier de la Coste,Local,0.45,1
3640,CUS3640,Alex Bailly,Local,0.83,2
3641,CUS3641,Martin Valentin,Touriste,0.46,2
3642,CUS3642,Adèle Toussaint,Touriste,0.83,6
3643,CUS3643,Hortense Brunet Le Clément,Local,0.7,3
3644,CUS3644,Bernard-Charles Rousset,Local,0.34,2
3645,CUS3645,Catherine Pichon,Touriste,0.34,0
3646,CUS3646,Daniel Normand,Touriste,0.56,3
3647,CUS3647,Audrey de la Merle,Local,0.81,3
3648,CUS3648,Gérard Chrétien,Local,0.82,1
3649,CUS3649,Jules de la Dupont,Touriste,0.51,1
3650,CUS3650,Gilbert Marty,Local,0.71,1
3651,CUS3651,Gérard Normand-Reynaud,Local,0.5,1
3652,CUS3652,Éric Bazin,Local,0.38,1
3653,CUS3653,Thomas Morvan Le Rocher,Local,0.77,2
3654,CUS3654,Guillaume Ruiz,Local,0.51,2
3655,CUS3655,Louis du Baudry,Local,0.36,5
3656,CUS3656,Alexandria Da Costa,Touriste,0.41,4
3657,CUS3657,Jeanne Le Roux de Le Goff,Local,0.54,0
3658,CUS3658,Mathilde Le Baudry,Touriste,0.97,1
3659,CUS3659,Suzanne Dubois,Local,0.9,1
3660,CUS3660,Marguerite Maillard,Professionnel,0.88,0
3661,CUS3661,Honoré Brunel,Professionnel,0.62,3
3662,CUS3662,Thibault Thibault,Local,0.97,1
3663,CUS3663,Victor Marin,Touriste,0.43,2
3664,CUS3664,Denise Gallet du Jean,Touriste,0.65,2
3665,CUS3665,Madeleine Valette,Local,0.9,1
3666,CUS3666,Louis Bourgeois-Pages,Professionnel,0.86,0
3667,CUS3667,Thibaut Chauvet,Professionnel,0.79,1
3668,CUS3668,Aurélie Paris,Touriste,0.85,1
3669,CUS3669,Jacqueline de Charrier,Local,0.72,1
3670,CUS3670,Benjamin Delorme-Léger,Touriste,0.85,2
3671,CUS3671,Josette Renard,Local,0.97,2
3672,CUS3672,Vincent Martinez du Martin,Local,0.73,4
3673,CUS3673,Aimé de Martineau,Touriste,0.85,2
3674,CUS3674,Robert Hubert,Professionnel,0.84,1
3675,CUS3675,Adélaïde Lopez-Schmitt,Touriste,0.4,1
3676,CUS3676,Laure Guibert,Local,0.31,2
3677,CUS3677,Alice Bruneau-Bruneau,Local,0.42,2
3678,CUS3678,Sébastien Royer,Touriste,0.75,3
3679,CUS3679,Alex Guillaume,Professionnel,0.88,3
3680,CUS3680,Camille Guillaume-Bailly,Local,0.97,3
3681,CUS3681,Alain Roche,Local,0.82,1
3682,CUS3682,Roland Lesage Le Clément,Professionnel,0.46,1
3683,CUS3683,Laurence Blanchet,Touriste,0.56,2
3684,CUS3684,Margaux Pruvost,Touriste,0.7,2
3685,CUS3685,Océane Mendès,Local,0.92,3
3686,CUS3686,Julie De Sousa,Professionnel,0.96,5
3687,CUS3687,Henriette Chauvet,Professionnel,0.7,0
3688,CUS3688,Colette Georges-Chauvin,Local,0.78,1
3689,CUS3689,Léon Fabre,Local,0.56,1
3690,CUS3690,Rémy Martins,Professionnel,0.83,0
3691,CUS3691,Margot Dijoux,Touriste,0.82,0
3692,CUS3692,Matthieu Riou,Local,0.72,3
3693,CUS3693,Émilie Letellier-Leroy,Professionnel,0.47,1
3694,CUS3694,Marine Le Carpentier,Local,0.61,1
3695,CUS3695,Joseph-Roger Bigot,Local,0.69,1
3696,CUS3696,Gabrielle Le Lelièvre,Professionnel,0.43,2
3697,CUS3697,François Hamel du Neveu,Local,0.39,2
3698,CUS3698,Caroline Langlois du Lemaire,Local,0.87,1
3699,CUS3699,Joseph Goncalves,Local,0.47,3
3700,CUS3700,Xavier Nicolas,Professionnel,0.7,2
3701,CUS3701,Auguste-Théodore Morel,Local,0.58,5
3702,CUS3702,Olivier Boulanger,Local,0.84,2
3703,CUS3703,Corinne Jacquet,Local,0.75,3
3704,CUS3704,Thomas Andre,Local,0.39,3
3705,CUS3705,Thierry Roussel,Touriste,0.84,2
3706,CUS3706,Benjamin Lamy,Local,0.68,4
3707,CUS3707,Juliette Pascal,Touriste,0.58,1
3708,CUS3708,Nicole Da Costa,Local,0.53,3
3709,CUS3709,André-Bernard Vallet,Local,0.43,2
3710,CUS3710,Richard Boyer,Local,0.62,2
3711,CUS3711,Brigitte Peron,Local,0.93,4
3712,CUS3712,Alice Pasquier de la Hardy,Touriste,0.53,3
3713,CUS3713,Élisabeth Maurice,Local,0.92,3
3714,CUS3714,Suzanne Dufour,Professionnel,0.38,5
3715,CUS3715,Grégoire-René Bousquet,Local,0.4,5
3716,CUS3716,Marcel Alves,Local,0.4,1
3717,CUS3717,Manon de Tanguy,Touriste,0.78,1
3718,CUS3718,Guillaume Perez de Dupont,Local,0.52,1
3719,CUS3719,Christophe Collin,Touriste,0.83,1
3720,CUS3720,Isaac Nicolas,Touriste,0.82,1
3721,CUS3721,Victoire-Madeleine Bousquet,Local,0.56,3
3722,CUS3722,Théophile Humbert,Local,0.79,1
3723,CUS3723,Colette Joubert,Local,0.37,2
3724,CUS3724,Pénélope Brun,Touriste,0.42,3
3725,CUS3725,Xavier Reynaud-Philippe,Touriste,0.58,4
3726,CUS3726,Noémi Vasseur,Local,0.73,2
3727,CUS3727,Jérôme Benard,Professionnel,0.81,0
3728,CUS3728,Martin Le Hernandez,Local,0.98,4
3729,CUS3729,Claudine Lefebvre,Local,0.69,6
3730,CUS3730,Alfred Raymond-Hernandez,Local,0.88,1
3731,CUS3731,Louis Delaunay de la Leclercq,Local,0.4,2
3732,CUS3732,Joseph Perez,Professionnel,0.84,6
3733,CUS3733,Camille Colin,Professionnel,0.58,1
3734,CUS3734,Hugues Pineau,Local,0.73,6
3735,CUS3735,Guy Pires,Local,0.65,4
3736,CUS3736,Adèle Boyer,Touriste,0.73,0
3737,CUS3737,Astrid-Dominique Charpentier,Local,0.38,1
3738,CUS3738,Alice Bigot de la Martin,Local,0.55,4
3739,CUS3739,René Blanchard,Local,0.9,1
3740,CUS3740,Maggie Hernandez Le Normand,Touriste,0.55,3
3741,CUS3741,Sébastien Delmas,Local,0.54,7
3742,CUS3742,David Dos Santos,Touriste,0.67,0
3743,CUS3743,Diane Pruvost,Local,0.95,4
3744,CUS3744,Denis Courtois,Local,0.32,0
3745,CUS3745,Gabriel du Guibert,Local,0.65,6
3746,CUS3746,Cécile de Tessier,Local,0.94,2
3747,CUS3747,Théodore Lucas,Touriste,1.0,0
3748,CUS3748,Michelle Toussaint Le Collet,Professionnel,0.3,1
3749,CUS3749,Juliette Le Torres,Touriste,0.34,2
3750,CUS3750,Alfred-Jacques Brun,Touriste,0.45,1
3751,CUS3751,Élisabeth Lecomte,Local,0.76,0
3752,CUS3752,Thibaut-Jean Berger,Local,0.6,4
3753,CUS3753,Thérèse Morvan,Touriste,0.89,4
3754,CUS3754,Marc Wagner-Cohen,Touriste,0.44,4
3755,CUS3755,Zoé Imbert Le Didier,Local,0.82,2
3756,CUS3756,Isaac-Xavier Samson,Professionnel,0.99,5
3757,CUS3757,Daniel Léger,Local,0.78,6
3758,CUS3758,Margaud Raynaud,Local,0.87,2
3759,CUS3759,Charles Le Giraud,Touriste,0.73,2
3760,CUS3760,Chantal Jacquot,Local,0.36,1
3761,CUS3761,Luc Rousset,Local,0.37,2
3762,CUS3762,Raymond Costa,Professionnel,0.77,6
3763,CUS3763,Valérie Cousin-Pichon,Local,0.92,2
3764,CUS3764,Richard de la Laurent,Local,0.96,4
3765,CUS3765,Michelle-Arnaude Besson,Touriste,0.91,5
3766,CUS3766,Véronique de Gautier,Local,0.62,2
3767,CUS3767,Benjamin-Émile Carlier,Professionnel,0.52,1
3768,CUS3768,Danielle Berger du Robert,Local,0.34,1
3769,CUS3769,Édouard Bousquet Le Marchal,Local,0.46,1
3770,CUS3770,Denis Duhamel,Local,0.32,2
3771,CUS3771,Rémy Buisson,Professionnel,0.94,0
3772,CUS3772,Sabine Marion,Professionnel,0.51,0
3773,CUS3773,Aimée-Mathilde Hamel,Local,0.59,3
3774,CUS3774,Pierre Lebreton,Local,0.81,1
3775,CUS3775,Frédérique Fabre-Morel,Local,0.62,2
3776,CUS3776,Océane Jacques,Touriste,0.75,1
3777,CUS3777,Olivier Bigot,Local,0.55,3
3778,CUS3778,Jean de la Delahaye,Local,0.87,2
3779,CUS3779,Gabrielle Barbier,Local,0.69,4
3780,CUS3780,Hugues Perrin,Touriste,0.65,2
3781,CUS3781,Susanne Hardy-Barre,Touriste,0.33,1
3782,CUS3782,Mathilde Girard,Touriste,0.65,0
3783,CUS3783,Antoinette Marin,Touriste,0.59,3
3784,CUS3784,Jeannine Guérin-Robin,Touriste,0.8,1
3785,CUS3785,Théophile-Tristan Moreno,Local,0.78,0
3786,CUS3786,Lucas Marty,Local,0.96,2
3787,CUS3787,Maurice Berthelot,Touriste,0.71,2
3788,CUS3788,Anne de Tessier,Professionnel,0.78,2
3789,CUS3789,Catherine Chevalier,Touriste,0.57,2
3790,CUS3790,Roland Riou-Hamel,Touriste,0.43,1
3791,CUS3791,Agathe Lecomte,Local,0.45,2
3792,CUS3792,Alfred Monnier,Local,0.78,4
3793,CUS3793,Alexandre Reynaud,Local,0.3,2
3794,CUS3794,Raymond du Gaudin,Local,0.76,2
3795,CUS3795,Émilie de la Dumas,Local,0.37,1
3796,CUS3796,Bertrand Fournier,Professionnel,0.67,1
3797,CUS3797,Olivier Besson de De Sousa,Local,0.48,2
3798,CUS3798,Gabriel Pereira,Local,0.35,0
3799,CUS3799,Paul Langlois,Touriste,0.61,2
3800,CUS3800,Suzanne Hubert,Local,0.83,2
3801,CUS3801,William Thibault,Local,0.5,0
3802,CUS3802,Matthieu Ferreira Le Maillot,Local,0.59,0
3803,CUS3803,Jeanne Da Costa de la Michel,Local,0.93,3
3804,CUS3804,Alphonse Julien,Local,0.73,0
3805,CUS3805,Arthur Roger,Local,0.95,3
3806,CUS3806,Yves Devaux du Petit,Local,0.79,2
3807,CUS3807,Édouard Diallo-Ledoux,Touriste,0.53,1
3808,CUS3808,Gilbert Leclercq,Local,0.4,1
3809,CUS3809,Charles de Rossi,Local,0.52,1
3810,CUS3810,Marc Marin de la Dumas,Professionnel,0.96,3
3811,CUS3811,Thibault-Adrien Bernard,Local,0.94,4
3812,CUS3812,Vincent Prévost,Local,0.35,1
3813,CUS3813,Arthur Henry-Pierre,Local,0.42,2
3814,CUS3814,Frédérique Thibault,Local,0.75,1
3815,CUS3815,Xavier Duhamel,Local,0.9,2
3816,CUS3816,Benoît Delaunay,Touriste,0.95,1
3817,CUS3817,Étienne Delaunay,Professionnel,0.85,1
3818,CUS3818,Sébastien Lebrun,Touriste,0.4,1
3819,CUS3819,Michèle Dupré-Bourdon,Local,0.76,1
3820,CUS3820,Eugène Clément,Touriste,0.95,1
3821,CUS3821,François Léger Le Giraud,Local,0.62,1
3822,CUS3822,Céline Perez,Local,0.99,2
3823,CUS3823,Hortense-Émilie Torres,Local,0.57,2
3824,CUS3824,David Vallet,Local,0.69,1
3825,CUS3825,Jérôme Le Nguyen,Local,0.47,6
3826,CUS3826,Édith Fabre,Local,0.75,2
3827,CUS3827,David Bodin,Touriste,0.49,0
3828,CUS3828,Richard Letellier,Professionnel,0.92,4
3829,CUS3829,Alexandre Muller,Local,0.5,3
3830,CUS3830,Auguste Leclercq,Touriste,0.38,2
3831,CUS3831,Monique Ferrand de la Lefebvre,Local,0.44,0
3832,CUS3832,David Moreau,Local,0.75,2
3833,CUS3833,Marie Gimenez du Barthelemy,Touriste,0.85,0
3834,CUS3834,Alexandria Dumas-Mary,Local,0.35,3
3835,CUS3835,Julien Moreno,Local,0.43,2
3836,CUS3836,Thierry Turpin,Touriste,0.68,6
3837,CUS3837,Pierre Petit,Local,0.43,4
3838,CUS3838,Marine-Françoise Pereira,Touriste,0.99,1
3839,CUS3839,Chantal Germain,Local,0.42,0
3840,CUS3840,Alphonse Langlois,Local,0.91,0
3841,CUS3841,Pauline de Letellier,Local,0.83,4
3842,CUS3842,Brigitte Denis,Touriste,0.75,1
3843,CUS3843,Arthur Jourdan,Local,0.91,2
3844,CUS3844,Christophe Marty,Local,0.99,3
3845,CUS3845,Zoé Colas,Local,0.65,1
3846,CUS3846,Arthur Lemaire,Local,0.43,3
3847,CUS3847,Henri Olivier,Local,0.4,3
3848,CUS3848,Suzanne Alexandre,Local,0.74,3
3849,CUS3849,Suzanne Nicolas du Clément,Professionnel,0.73,2
3850,CUS3850,Nath Muller,Local,0.4,2
3851,CUS3851,Sébastien Joseph,Local,0.39,2
3852,CUS3852,Christelle Martineau,Local,0.94,1
3853,CUS3853,Marc Merle,Touriste,0.76,3
3854,CUS3854,Joseph Bouvet-Ferrand,Local,0.58,3
3855,CUS3855,Aurore-Laure Lacroix,Local,0.59,5
3856,CUS3856,Augustin Duval,Local,0.91,6
3857,CUS3857,Alphonse de Legros,Local,0.71,5
3858,CUS3858,William Peron,Touriste,0.69,1
3859,CUS3859,Matthieu Delorme de la Gérard,Professionnel,0.72,2
3860,CUS3860,Adrien Lombard,Local,0.57,1
3861,CUS3861,Constance Bonneau,Professionnel,0.99,4
3862,CUS3862,Suzanne Becker,Local,0.96,0
3863,CUS3863,Gabriel Humbert,Local,0.35,1
3864,CUS3864,Alex Gonzalez,Professionnel,0.71,5
3865,CUS3865,Maggie Godard-Bouvier,Local,0.89,3
3866,CUS3866,Alexandria Guichard,Touriste,0.44,3
3867,CUS3867,Léon Hardy,Local,0.35,5
3868,CUS3868,Honoré Ferrand,Local,0.34,4
3869,CUS3869,Anastasie de Lambert,Professionnel,0.34,2
3870,CUS3870,Maggie de la Gonzalez,Touriste,0.53,4
3871,CUS3871,Suzanne-Dominique Grenier,Local,0.81,1
3872,CUS3872,Emmanuel Lecoq de Nguyen,Professionnel,0.68,4
3873,CUS3873,Caroline Andre,Local,0.93,1
3874,CUS3874,Caroline Julien,Touriste,1.0,3
3875,CUS3875,Thomas Carre,Local,0.81,4
3876,CUS3876,Capucine Barre de la Rocher,Local,0.5,2
3877,CUS3877,Bertrand Sauvage,Local,0.66,2
3878,CUS3878,Michel Aubert,Local,0.93,1
3879,CUS3879,Constance Lamy du Le Roux,Professionnel,0.68,1
3880,CUS3880,Isaac Hoareau,Local,0.62,0
3881,CUS3881,Nicolas Paul,Local,0.56,2
3882,CUS3882,Guy Pichon,Local,0.61,3
3883,CUS3883,Émile de la Seguin,Touriste,0.92,2
3884,CUS3884,Benoît Charrier-Fernandez,Local,0.46,3
3885,CUS3885,Lucy Lévêque,Local,0.57,2
3886,CUS3886,Nicolas de la Rousseau,Local,0.47,0
3887,CUS3887,Marie Colas de Hebert,Local,0.48,0
3888,CUS3888,Christelle Bonnin,Local,0.84,3
3889,CUS3889,Alphonse Marchal,Professionnel,0.58,2
3890,CUS3890,Marine Guyot,Professionnel,0.4,1
3891,CUS3891,Victoire Lefèvre,Local,0.41,0
3892,CUS3892,Roger de Ferreira,Local,0.91,1
3893,CUS3893,Suzanne Langlois,Touriste,1.0,1
3894,CUS3894,Françoise-Alexandria Lemaître,Professionnel,0.43,1
3895,CUS3895,Dominique Pinto,Professionnel,0.99,2
3896,CUS3896,Théodore Georges de la Lelièvre,Local,0.92,3
3897,CUS3897,Gabriel Gonzalez du Weiss,Local,0.74,2
3898,CUS3898,Alexandre Mary,Touriste,0.92,3
3899,CUS3899,Raymond Gosselin,Professionnel,0.71,3
3900,CUS3900,Marcelle Ferrand,Local,0.77,3
3901,CUS3901,Olivie Joubert,Touriste,0.82,3
3902,CUS3902,Olivie-Audrey Barbe,Touriste,0.45,2
3903,CUS3903,Caroline Lacroix,Local,0.64,2
3904,CUS3904,Henri Moreno,Professionnel,0.7,0
3905,CUS3905,Valérie Becker de la Barbe,Local,1.0,1
3906,CUS3906,Daniel Foucher,Local,0.92,2
3907,CUS3907,Monique Lombard,Professionnel,0.61,3
3908,CUS3908,Marguerite Masson-Lemaire,Touriste,0.54,1
3909,CUS3909,Adrienne Delmas,Local,0.43,2
3910,CUS3910,Thomas du Rivière,Touriste,0.36,4
3911,CUS3911,Manon de Godard,Touriste,0.44,1
3912,CUS3912,Lucas du Morel,Local,0.46,4
3913,CUS3913,Richard Torres,Touriste,0.88,4
3914,CUS3914,Charles Gros,Local,0.35,3
3915,CUS3915,Éléonore Colas,Touriste,0.79,1
3916,CUS3916,Roger Bonnet,Local,0.79,3
3917,CUS3917,Auguste Alexandre,Touriste,0.72,0
3918,CUS3918,Gabriel Philippe,Local,0.31,2
3919,CUS3919,Hortense de Ribeiro,Touriste,0.5,4
3920,CUS3920,Victor-Olivier Blanchet,Touriste,0.43,1
3921,CUS3921,Adèle Jacquet,Touriste,0.78,2
3922,CUS3922,Stéphane Delannoy du Da Silva,Professionnel,0.66,2
3923,CUS3923,Philippine Blanchet,Local,0.58,1
3924,CUS3924,Capucine de Delorme,Professionnel,0.67,3
3925,CUS3925,Christiane Wagner-Gonzalez,Touriste,0.71,1
3926,CUS3926,Jules-Jacques Breton,Local,0.78,1
3927,CUS3927,Roland de Devaux,Touriste,0.61,4
3928,CUS3928,Guillaume Carre-Evrard,Local,0.57,3
3929,CUS3929,Agnès Boucher,Local,0.9,4
3930,CUS3930,Noémi Boulay,Local,0.79,1
3931,CUS3931,Lucy Dubois,Professionnel,0.89,3
3932,CUS3932,Sophie de Foucher,Local,0.62,2
3933,CUS3933,Marcelle de Daniel,Local,0.35,0
3934,CUS3934,Arthur Goncalves,Local,0.8,1
3935,CUS3935,Zoé-Danielle Gomez,Touriste,0.48,3
3936,CUS3936,Jérôme Dupré-Coulon,Touriste,0.98,2
3937,CUS3937,Georges Bodin,Local,0.69,1
3938,CUS3938,Auguste du Moulin,Local,0.3,1
3939,CUS3939,Michel Barbier-Collet,Local,0.88,2
3940,CUS3940,Emmanuel Bonneau du Girard,Local,0.65,1
3941,CUS3941,Susanne Lambert,Touriste,0.39,0
3942,CUS3942,Frédéric Lacombe du Lopez,Touriste,0.77,2
3943,CUS3943,Henriette Ferreira,Local,0.58,3
3944,CUS3944,Odette Humbert-François,Local,0.59,2
3945,CUS3945,Juliette Perrin-Texier,Professionnel,0.79,5
3946,CUS3946,Marc Mallet,Local,0.71,2
3947,CUS3947,Claude-Michelle Toussaint,Local,0.75,4
3948,CUS3948,Yves Morvan,Local,0.56,1
3949,CUS3949,Adèle Le Rey,Touriste,0.56,2
3950,CUS3950,Nathalie Henry du Huet,Professionnel,0.8,2
3951,CUS3951,Jacques Antoine de la Guillon,Local,0.74,0
3952,CUS3952,Emmanuelle Coste,Touriste,0.49,0
3953,CUS3953,Aimé Girard-Menard,Local,0.7,1
3954,CUS3954,Vincent Leclercq,Professionnel,0.73,0
3955,CUS3955,Maurice du Alves,Local,0.65,0
3956,CUS3956,Léon Perret,Touriste,0.87,2
3957,CUS3957,Adrienne Blanchard du Vaillant,Local,0.96,0
3958,CUS3958,Jérôme de Mary,Local,0.72,2
3959,CUS3959,Pierre Diallo,Local,0.73,1
3960,CUS3960,Agnès Peron,Professionnel,0.93,2
3961,CUS3961,Henriette Mahe du Bruneau,Touriste,0.95,3
3962,CUS3962,Aimé Roussel-Blot,Professionnel,0.66,2
3963,CUS3963,Sébastien Michaud-Gay,Local,0.95,3
3964,CUS3964,Noël Meunier,Professionnel,0.52,1
3965,CUS3965,Emmanuelle Rivière de la Blanc,Local,0.41,6
3966,CUS3966,Théodore Buisson,Local,0.35,0
3967,CUS3967,Bertrand Muller,Local,0.57,1
3968,CUS3968,Guillaume Morin,Local,0.49,1
3969,CUS3969,Frédérique Hamel,Touriste,0.97,3
3970,CUS3970,David Morin du Lévêque,Professionnel,0.84,3
3971,CUS3971,Marc Moulin-Roux,Touriste,0.79,0
3972,CUS3972,Christophe Bruneau,Local,0.6,1
3973,CUS3973,Audrey Verdier,Local,0.56,1
3974,CUS3974,Maurice Le Gall,Professionnel,0.84,1
3975,CUS3975,Théophile Joseph,Touriste,0.67,4
3976,CUS3976,Philippine du Alves,Local,0.78,0
3977,CUS3977,Paul Noël,Local,0.82,3
3978,CUS3978,Alexandre-Timothée Renaud,Local,0.37,0
3979,CUS3979,Frédérique Vidal,Local,0.36,2
3980,CUS3980,Marcelle Vincent,Professionnel,0.85,1
3981,CUS3981,Philippe Reynaud,Touriste,0.55,0
3982,CUS3982,Stéphane Guyon-Courtois,Touriste,0.54,3
3983,CUS3983,Adélaïde Dos Santos,Local,0.71,1
3984,CUS3984,Susanne du Henry,Local,0.97,3
3985,CUS3985,Gérard Gérard,Touriste,0.47,3
3986,CUS3986,Étienne Monnier,Touriste,0.55,1
3987,CUS3987,Michèle Salmon de Delattre,Local,0.98,3
3988,CUS3988,Isabelle Baudry,Local,0.64,4
3989,CUS3989,Alexandre Mahe,Local,1.0,4
3990,CUS3990,Roger Cousin de la Boyer,Local,0.78,2
3991,CUS3991,Isabelle Raymond,Touriste,0.49,3
3992,CUS3992,Matthieu Garnier,Local,0.91,2
3993,CUS3993,Eugène Clerc,Local,0.36,4
3994,CUS3994,Christiane-Dorothée Gosselin,Local,0.93,2
3995,CUS3995,Célina Joseph,Professionnel,0.7,1
3996,CUS3996,Philippine du Guyon,Local,0.93,1
3997,CUS3997,Suzanne Albert,Local,0.61,1
3998,CUS3998,Brigitte Peltier,Local,0.54,4
3999,CUS3999,Alphonse Duval de la Coulon,Touriste,0.46,1
4000,CUS4000,Anaïs Philippe Le Germain,Local,0.52,4
4001,CUS4001,Denis Boulanger,Local,0.53,1
4002,CUS4002,Jérôme Bailly,Touriste,0.67,1
4003,CUS4003,Aimé-Paul Coste,Local,0.45,0
4004,CUS4004,Noémi Le Vidal,Touriste,0.38,2
4005,CUS4005,Alexandrie Brun,Touriste,0.71,2
4006,CUS4006,Denise Foucher,Local,0.83,2
4007,CUS4007,Timothée Rocher-Lebrun,Professionnel,0.52,1
4008,CUS4008,Théophile Dias Le Breton,Professionnel,0.33,4
4009,CUS4009,Christine Picard du Jean,Local,0.4,4
4010,CUS4010,Nathalie Joubert,Touriste,0.94,1
4011,CUS4011,Arnaude Cousin,Touriste,0.59,2
4012,CUS4012,Gérard Devaux,Local,0.78,2
4013,CUS4013,Alfred Rocher,Local,0.85,3
4014,CUS4014,Arthur-Théophile Girard,Touriste,0.36,1
4015,CUS4015,Françoise Clément-Auger,Local,0.65,4
4016,CUS4016,Brigitte du Fontaine,Touriste,0.7,3
4017,CUS4017,Pierre Le Fleury,Professionnel,0.34,1
4018,CUS4018,Charles Hervé,Touriste,0.39,6
4019,CUS4019,Susan de Georges,Touriste,0.7,2
4020,CUS4020,Raymond Pruvost,Local,0.55,5
4021,CUS4021,Édouard Lecomte,Touriste,0.35,2
4022,CUS4022,Martine Poirier,Local,0.88,1
4023,CUS4023,Susan Lambert,Local,0.48,2
4024,CUS4024,Benjamin Guichard-Lévy,Touriste,0.42,3
4025,CUS4025,Paul Neveu de la Auger,Professionnel,0.46,2
4026,CUS4026,Célina Monnier,Local,0.46,2
4027,CUS4027,Adrienne Charles-Salmon,Local,0.73,1
4028,CUS4028,Sébastien Hamel,Touriste,0.96,3
4029,CUS4029,Honoré Breton-Alves,Local,0.86,3
4030,CUS4030,Frédérique Bernier,Local,0.4,1
4031,CUS4031,Margot de la Godard,Professionnel,0.32,1
4032,CUS4032,Maryse Georges,Professionnel,0.77,3
4033,CUS4033,Marcel Dijoux,Local,0.46,1
4034,CUS4034,Théophile Clément,Local,0.73,3
4035,CUS4035,Stéphanie Poulain,Local,0.37,2
4036,CUS4036,Jules Faure,Local,0.64,1
4037,CUS4037,Margot Nguyen,Local,0.85,2
4038,CUS4038,Nathalie de la Chevallier,Local,0.33,1
4039,CUS4039,Thierry Gonzalez,Touriste,0.56,4
4040,CUS4040,Julie Blanchard,Professionnel,0.74,3
4041,CUS4041,Zacharie Perrot du Turpin,Local,0.67,5
4042,CUS4042,Victoire-Antoinette Grondin,Local,0.38,3
4043,CUS4043,Laetitia Leconte-Roux,Touriste,0.96,2
4044,CUS4044,Jean-Thomas Pineau,Local,0.46,3
4045,CUS4045,Tristan Maillot du Guibert,Touriste,0.53,2
4046,CUS4046,André Jacob,Professionnel,0.7,5
4047,CUS4047,Stéphane Blondel,Local,0.72,2
4048,CUS4048,Laurent de Michaud,Local,0.88,3
4049,CUS4049,Auguste de la Bernier,Local,0.54,1
4050,CUS4050,Alexandria Joly,Local,0.93,2
4051,CUS4051,Isabelle Pelletier,Professionnel,0.93,1
4052,CUS4052,Aurore Faure,Touriste,0.84,3
4053,CUS4053,Luc Carlier,Local,0.8,2
4054,CUS4054,Manon Le Olivier,Touriste,0.51,1
4055,CUS4055,Suzanne-Émilie Boucher,Touriste,0.8,1
4056,CUS4056,Agathe Giraud,Local,0.88,1
4057,CUS4057,Christiane Ferreira,Local,0.96,1
4058,CUS4058,Capucine Bouvier,Touriste,0.79,0
4059,CUS4059,Augustin Le Laurent,Professionnel,0.73,3
4060,CUS4060,Andrée de Breton,Local,0.39,3
4061,CUS4061,Michèle-Juliette Marty,Touriste,0.84,2
4062,CUS4062,Guillaume Maréchal,Touriste,0.32,4
4063,CUS4063,Timothée Dubois,Local,0.91,2
4064,CUS4064,Hugues Morvan-Chevalier,Professionnel,0.67,1
4065,CUS4065,Honoré Leleu,Local,0.72,4
4066,CUS4066,Frédérique de la Pons,Local,0.99,1
4067,CUS4067,Aimée Le Humbert,Professionnel,0.39,3
4068,CUS4068,Margaret Diallo Le Lacombe,Local,0.38,3
4069,CUS4069,Théodore Roux-Besnard,Local,0.71,3
4070,CUS4070,Laurent Dupré-Benard,Local,0.51,2
4071,CUS4071,Adélaïde Martinez,Professionnel,0.7,1
4072,CUS4072,Gabriel Goncalves-Renard,Local,0.32,2
4073,CUS4073,Inès Fleury,Local,0.38,4
4074,CUS4074,Gilbert de la Hamel,Professionnel,0.8,3
4075,CUS4075,Lorraine de Camus,Touriste,0.59,2
4076,CUS4076,Jeannine Baron de Bègue,Local,0.74,4
4077,CUS4077,Susanne Legrand,Local,0.87,4
4078,CUS4078,Inès Colin de la Gosselin,Local,0.35,0
4079,CUS4079,Xavier Huet,Professionnel,0.59,4
4080,CUS4080,Joséphine-Margaret Raynaud,Touriste,0.42,0
4081,CUS4081,Léon Parent,Local,0.49,2
4082,CUS4082,Gilbert Germain de Aubert,Touriste,0.36,1
4083,CUS4083,Monique Antoine,Professionnel,0.9,5
4084,CUS4084,Xavier Pineau,Local,0.57,2
4085,CUS4085,Lucy-Bernadette Étienne,Local,0.34,1
4086,CUS4086,Arnaude Pruvost,Local,0.92,1
4087,CUS4087,Suzanne Marques,Local,0.38,1
4088,CUS4088,Jacqueline Michaud-Bourdon,Local,0.86,2
4089,CUS4089,Frédéric Gonzalez,Local,0.89,0
4090,CUS4090,Sébastien Lemoine,Professionnel,0.64,2
4091,CUS4091,Adrien Godard,Touriste,0.85,2
4092,CUS4092,Arnaude Lesage,Local,0.72,3
4093,CUS4093,Martine Léger,Touriste,0.5,2
4094,CUS4094,Maurice Blot,Local,0.6,2
4095,CUS4095,Marcel du Leclercq,Local,0.48,1
4096,CUS4096,Aurore Vallet,Professionnel,0.76,2
4097,CUS4097,Margot Legrand,Professionnel,0.98,2
4098,CUS4098,Robert Blanchard,Local,0.84,1
4099,CUS4099,Audrey Pinto,Professionnel,0.99,2
4100,CUS4100,Timothée Gosselin,Local,0.59,1
4101,CUS4101,Xavier Carlier,Touriste,0.35,1
4102,CUS4102,Eugène Becker-Duhamel,Touriste,0.75,0
4103,CUS4103,Maggie Bouchet-Gomez,Professionnel,0.32,3
4104,CUS4104,Pauline Techer-Valentin,Professionnel,0.94,2
4105,CUS4105,Théophile Masse,Local,0.59,3
4106,CUS4106,Corinne Da Silva,Local,0.4,0
